setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ulziO,Shekaari et al. (2019b),Refractive index,Liquid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,,,,
NIRar,Singh et al. (2013),Refractive index,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,,
MoXxf,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,,
xTiOW,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
slCPu,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
qWuve,Tariq et al. (2009),Refractive index,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
qJScn,Tariq et al. (2009),Refractive index,Liquid,ACRlHi,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,"trihexyltetradecylphosphonium 1,1,1-trifluoromethanesulfonate",,,,,,,
pSEvt,Tariq et al. (2009),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
vqLsj,Tariq et al. (2009),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
UcnRw,Tariq et al. (2009),Refractive index,Liquid,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,,,,
kIuWP,Tariq et al. (2009),Refractive index,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,,,,,,,
FIhXU,Tariq et al. (2009),Refractive index,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
rPAby,Tariq et al. (2009),Refractive index,Liquid,ACAVEl,CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyl(tetradecyl)phosphonium acetate,,,,,,,
ZDEjv,Tariq et al. (2009),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
qDMvw,Tariq et al. (2009),Refractive index,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,,
tEdPu,Tariq et al. (2009),Refractive index,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,,
oMfKD,Tariq et al. (2009),Refractive index,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,,
twRUJ,Tariq et al. (2009),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
UxbEe,Tariq et al. (2009),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
QmMxf,Tariq et al. (2009),Refractive index,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,,,,
hvshK,Tariq et al. (2009),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
huNOm,Vallet et al. (2022),Refractive index,Liquid,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,,
HNYiW,Vallet et al. (2022),Refractive index,Liquid,AAoxEL,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Al+3],aluminum trinitrate,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,
BbuVz,Vallet et al. (2022),Refractive index,Liquid,AAcbys,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],magnesium nitrate,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,
eNeRN,Vercher et al. (2015),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,,
zmoPI,Vercher et al. (2015),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
xxnIz,Yan et al. (2014b),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,,,,
lgqaZ,Yan et al. (2014b),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,,,,
wqFTm,Yu et al. (2011a),Refractive index,Liquid,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,,,,
TjAVp,Yu et al. (2012),Refractive index,Liquid,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,,,,,
MDIwB,Abafe et al. (2022),Refractive index,Liquid,ACHKKk,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1c[n+](C)cc1.[O-]S(=O)(=O)C(F)(F)F,"1-methyl-3-(1H,1H,2H,2H-perfluorooctyl)imidazolium trifluoromethanesulfonate",,,,,,,
VAObN,Alvarez et al. (2013),Refractive index,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,,
UVUHA,Froba et al. (2008),Refractive index,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,,,,,
jespJ,Garca-Garabal et al. (2022),Refractive index,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,,
OkCOq,Garca-Garabal et al. (2022),Refractive index,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,,
gHCfW,Garca-Garabal et al. (2022),Refractive index,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAHueB,CC#N,acetonitrile,,,,
hVqnJ,Gonzalez et al. (2012b),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,,,,,
mnPsY,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,3,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium ethyl sulfate
FBVWs,Pereiro and Rodriguez (2007a),Refractive index,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,,
JBFeX,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,,,,
XPQxP,Pereiro and Rodriguez (2007a),Refractive index,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,,
ipoiS,Pereiro and Rodriguez (2007a),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
uLpeF,Pereiro and Rodriguez (2007b),Refractive index,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,,
liMTv,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,,
aLViV,Pereiro and Rodriguez (2007b),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
yJLYr,Pereiro and Rodriguez (2007b),Refractive index,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,,
tIQDV,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,,,,
wQSYn,Pereiro and Rodriguez (2008e),Refractive index,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,,
hrJvt,Roy et al. (2013c),Refractive index,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AADYJk,O,water,,,,
sVwsE,Saien et al. (2015a),Refractive index,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,,
jCwJF,Saien et al. (2018),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
oPQmv,Shahbaz et al. (2013),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,,
CDUqO,Shahbaz et al. (2013),Refractive index,Liquid,AActxI,OCCOCCOCCO,triethylene glycol,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,,
WlIja,Shahbaz et al. (2013),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,,
kyyfj,Shekaari et al. (2019b),Refractive index,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,,,,
wdmPn,Shekaari et al. (2019d),Refractive index,Liquid,ABLwHW,CCCCCCCCn1cc[n+](C)c1.O=C([O-])c1ccccc1O,1-methyl-3-octyl-1H-imidazolium 2-hydroxybenzoate,AADYJk,O,water,,,,
SRVqx,Shekaari et al. (2019d),Refractive index,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,,,,
yAEfj,Teodorescu (2015),Refractive index,Liquid,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,,,,,,,
QjVtU,Vaid et al. (2016),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,,
nnCdv,Vallet et al. (2022),Refractive index,Liquid,AAfcho,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2],calcium nitrate,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,
AKQdO,Calvar et al. (2009e),Refractive index,Liquid,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,,,,,
lOBwJ,Corderi et al. (2013),Refractive index,Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
mhpbi,Corderi et al. (2013),Refractive index,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
KDqMw,Corderi et al. (2013),Refractive index,Liquid,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,,,,
VGMIK,Corderi et al. (2013),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
LkOPC,Ebrahiminejadhasanabadi et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
PTtxo,Ebrahiminejadhasanabadi et al. (2021),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
RgVPL,Ebrahiminejadhasanabadi et al. (2022),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
tVqWI,Ebrahiminejadhasanabadi et al. (2022),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
iQjEf,Fernandez et al. (2015),Refractive index,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,,,,,
WdxQK,Fernandez et al. (2015),Refractive index,Liquid,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,,,,,
IPWzJ,Fernandez et al. (2015),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
fzysW,Kareem et al. (2010),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABWotl,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,benzyltriphenylphosphonium chloride,,,,
VOqNW,Kareem et al. (2010),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,ABWotl,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,benzyltriphenylphosphonium chloride,,,,
NrkmV,Kumar et al. (2008),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
DkbMV,Montalban et al. (2018b),Refractive index,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,,
kQyZN,Navarro et al. (2012),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
ekLfX,Navas et al. (2009),Refractive index,Liquid,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,,,,,
KakDu,Oliveira and Aznar (2010),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
poPGb,Oliveira and Aznar (2010),Refractive index,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,,,,,
ogxPL,Oliveira and Aznar (2011a),Refractive index,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,,,,,
ZNUkv,Oliveira and Aznar (2011a),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
wreSY,Ortega et al. (2007),Refractive index,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,,,,,
ZWLni,Ortega et al. (2008),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
UnaqY,Seoane et al. (2012c),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
REaRR,Seoane et al. (2012c),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
hXngV,Seoane et al. (2012c),Refractive index,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
QJPkf,Seoane et al. (2012c),Refractive index,Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
kvByE,Tariq et al. (2009),Refractive index,Liquid,ACDgYF,CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
itzuf,Teodorescu (2014),Refractive index,Metastable liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,,,,,
WRRaS,Wojtczuk et al. (2020),Refractive index,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,,,,
RDovR,Akhmetshina et al. (2018),Refractive index,Liquid,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,AALcjF,NC(N)=O,urea,,,,
uRyNo,Al-Jimaz et al. (2013),Refractive index,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,,,,
BwqJP,Al-Jimaz et al. (2013),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,,,,
BCAvS,Al-Rahed et al. (2012),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
EesRd,Al-Rahed et al. (2012),Refractive index,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,,
DYDCj,Al-Rahed et al. (2012),Refractive index,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,,
rSAye,Al-Rashed et al. (2014),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
NldbO,Al-Tuwaim et al. (2011),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
oFCXT,Alonso et al. (2007a),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
wosOU,Alonso et al. (2007a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,,
vEaXS,Alonso et al. (2007b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,,
jnwok,Alonso et al. (2007c),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,,
jxRMo,Alonso et al. (2008a),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
wiGIe,Alonso et al. (2008b),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
IpJNC,Alonso et al. (2008c),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
gKPtZ,Alonso et al. (2008d),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
iAYZb,Alonso et al. (2008e),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
uairK,Alonso et al. (2008f),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,,
evoOG,Alonso et al. (2010),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
WHOOD,Alonso et al. (2010),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
cvkGb,Alonso et al. (2010),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,,
SsnIg,Alvarez et al. (2012),Refractive index,Liquid,AAkops,CCCCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium hexanoate,,,,,,,
TPYmr,Anantharaj and Banerjee (2011),Refractive index,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,,,,
TOXaC,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,,,,
rMFOq,Andreatta et al. (2009a),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
BdAJL,Andreatta et al. (2010a),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
xcyZi,Andreatta et al. (2010b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
qmquc,Andreatta et al. (2011),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
nnwkY,Andresova et al. (2017),Refractive index,Liquid,ACGQRn,CCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-butyl-1-[(1R,2S,5R)-(-)-menthoxymethyl]imidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
