setid,reference,propertiy,phases,compound id 1,compound id 2,compound id 3,np,compound name 1,compound name 2,compound name 3
mQWop,Andanson et al. (2017),Density,Liquid,ABchwx,,,1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
kzvgD,Andanson et al. (2017),Density,Liquid,ABnWNT,,,1,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,
SOtda,Ando et al. (2020),Density,Liquid,ABCNhW,,,1,1-methyl-3-octylimidazolium tetrafluoroborate,,
OyDYG,Andreatta et al. (2009a),Density,Liquid,ABnWNT,,,1,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,
HLdwv,Andreatta et al. (2009b),Density,Liquid,ABnWNT,,,1,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,
QqKep,Andreatta et al. (2010a),Density,Liquid,ABnWNT,,,1,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,
tOhQa,Andreatta et al. (2010b),Density,Liquid,ABchwx,,,1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
guLkE,Andreatta et al. (2011),Density,Liquid,ABchwx,,,1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
KwCbn,Andreatta et al. (2014),Density,Liquid,ABchwx,,,1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
USkNA,Andreatta et al. (2014),Density,Liquid,ABnWNT,,,1,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,
ARYah,Annat et al. (2012),Density,Liquid,ABdMNo,,,1,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,
SmxVP,Annat et al. (2012),Density,Liquid,ABXNZH,,,1,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,
SouKN,Annat et al. (2012),Density,Liquid,ABigFi,,,1,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,
nYIVz,Annat et al. (2012),Density,Liquid,ABabds,,,1,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,
GPzIk,Annat et al. (2012),Density,Liquid,AAlSLJ,,,1,1-methyl-1-propylpyrrolidinium dicyanamide,,
nstdM,Annat et al. (2012),Density,Liquid,ACqwtJ,,,1,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,
IfjQw,Anouti et al. (2009),Density,Liquid,AAgINl,,,1,"2,4,6-trimethylpyridinium formate",,
Sfaix,Anouti et al. (2009),Density,Liquid,AAhkYl,,,1,ethyldiisopropylammonium formate,,
IyWhT,Anouti et al. (2010a),Density,Liquid,AAoqiD,,,1,1H-imidazolium octanoate,,
LlcSN,Anouti et al. (2010b),Density,Liquid,AAhkYl,,,1,ethyldiisopropylammonium formate,,
kNoIA,Appetecchi et al. (2011),Density,Liquid,ABgQJR,,,1,1-(2-ethoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,,
cYgec,Appetecchi et al. (2011),Density,Liquid,ABtnYW,,,1,1-methyl-1-propylpyrrolidin-1-ium bis((perfluoroethyl)sulfonyl)amide,,
pmiFV,Appetecchi et al. (2011),Density,Liquid,ABwYOR,,,1,1-butyl-1-methylpyrrolidinium bis((perfluoroethyl)sulfonyl)amide,,
HXUsb,Appetecchi et al. (2011),Density,Liquid,ABqZuM,,,1,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,
szWIx,Appetecchi et al. (2011),Density,Liquid,ABxzaK,,,1,"1,1-dimethylpyrrolidinium ((perfluorobutyl)sulfonyl)((trifluoromethyl)sulfonyl)amide",,
kJJkP,Appetecchi et al. (2011),Density,Liquid,ACDTlN,,,1,1-methyl-1-propylpyrrolidinium ((perfluorobutyl)sulfonyl)((trifluoromethyl)sulfonyl)amide,,
JCkTk,Appetecchi et al. (2011),Density,Liquid,ACGEhV,,,1,1-butyl-1-methylpyrrolidinium ((perfluorobutyl)sulfonyl)((trifluoromethyl)sulfonyl)amide,,
mmsSX,Appetecchi et al. (2011),Density,Liquid,ACAFzg,,,1,3-ethyl-1-methylimidazolium ((perfluorobutyl)sulfonyl)((trifluoromethyl)sulfonyl)amide,,
rBZVz,Appetecchi et al. (2011),Density,Liquid,ACDoEo,,,1,tetraethylammonium ((perfluorobutyl)sulfonyl)((trifluoromethyl)sulfonyl)amide,,
xuBth,Appetecchi et al. (2011),Density,Liquid,ABabds,,,1,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,
LYRQe,Appetecchi et al. (2011),Density,Liquid,ABdMNo,,,1,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,
eabhf,Appetecchi et al. (2011),Density,Liquid,ABXNZH,,,1,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,
ctKPX,Appetecchi et al. (2011),Density,Liquid,ABdfoj,,,1,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,,
HSbcE,Aranda and Gonzalez (2014),Density,Liquid,ABYLZx,,,1,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,
TlYuS,Aranda and Gonzalez (2014),Density,Liquid,ABoVAt,,,1,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,
VwExp,Arce et al. (2004a),Density,Liquid,AAsTjr,,,1,1-methyl-3-octylimidazolium chloride,,
ZnJKB,Arce et al. (2004b),Density,Liquid,ABDWVo,,,1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,
WwLAF,Arce et al. (2006a),Density,Liquid,AAtWDT,,,1,1-ethyl-3-methylimidazolium ethyl sulfate,,
iwJzD,Arce et al. (2006d),Density,Liquid,AAtWDT,,,1,1-ethyl-3-methylimidazolium ethyl sulfate,,
cnpfK,Arce et al. (2006e),Density,Liquid,AAniqB,,,1,1-ethyl-3-methylimidazolium methanesulfonate,,
KZvUr,Arce et al. (2006e),Density,Liquid,AAyCVz,,,1,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,
wUiFC,Arce et al. (2006f),Density,Liquid,ABDWVo,,,1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,
quQVP,Arce et al. (2007d),Density,Liquid,AAtWDT,,,1,1-ethyl-3-methylimidazolium ethyl sulfate,,
kbxPb,Arce et al. (2008a),Density,Liquid,ABAxwq,,,1,tris(2-hydroxyethyl) methylammonium methylsulfate,,
KpihD,Arce et al. (2010b),Density,Liquid,ABmsXD,,,1,"1-hexyl-3,5-dimethylpyridinium bis(trifluoromethylsulfonyl)imide",,
GrdMa,Arkhipova et al. (2022a),Density,Crystal,AByvky,,,1,"4-ethyl-4-(3-(4-ethyl-1,1-dioxidothiomorpholino-4-ium)propyl)morpholin-4-ium tetrafluoroborate acetonitrile monosolvate",,
jjPjf,Arkhipova et al. (2022b),Density,Crystal,ACHfuY,,,1,butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,,
UAAxm,Ayad et al. (2021),Density,Liquid,AAsEJq,,,1,1-butyl-3-methylimidazolium tricyanomethane,,
RBXhG,Balaraman and Rathnasamy (2019),Density,Crystal,AAjkLa,,,1,trimethylbenzylammonium chloride,,
szUae,Bandres et al. (2009b),Density,Liquid,ABETZR,,,1,N-octyl-3-methylpyridinium tetrafluoroborate,,
LhLLk,Bandres et al. (2009b),Density,Liquid,ABCsXe,,,1,1-butylpyridinium trifluoromethanesulfonate,,
LntUS,Bandres et al. (2009b),Density,Liquid,AAquMR,,,1,1-butylpyridinium tetrafluoroborate,,
slEiD,Bandres et al. (2009b),Density,Liquid,AAtejH,,,1,1-butyl-3-methylpyridinium tetrafluoroborate,,
BXzQA,Bandres et al. (2009b),Density,Liquid,AAtepM,,,1,1-butyl-2-methylpyridinium tetrafluoroborate,,
zToYM,Bandres et al. (2009b),Density,Liquid,AApefh,,,1,1-butyl-3-methylpyridinium dicyanamide,,
MDWzF,Bandres et al. (2009b),Density,Liquid,AAtevY,,,1,1-butyl-4-methylpyridinium tetrafluoroborate,,
KVqGR,Barros et al. (2018),Density,Liquid,AAdDEB,,,1,2-hydroxyethylammonium lactate,,
syIQP,Barzegar-Jalali et al. (2019),Density,Liquid,AAvbcc,,,1,1-hexyl-3-methyl-1H-imidazolium bromide,,
hrmha,Barzegar-Jalali et al. (2020),Density,Liquid,ABAwEw,,,1,1-methyl-3-octylimidazolium bromide,,
abBZM,Barzegar-Jalali et al. (2020),Density,Liquid,AAvbcc,,,1,1-hexyl-3-methyl-1H-imidazolium bromide,,
yBgQF,Batsanov (2004),Density,Crystal,AAbRKl,,,1,pyridinium nitrate,,
PqFky,Beck et al. (2022),Density,Liquid,ABFKGC,AADYJk,,1,1-decyl-3-methylimidazolium glycinate,water,
Nmjea,Becker et al. (2021),Density,Liquid,ABDKGa,AAyCVz,AADYJk,1,lithium bis((trifluoromethyl)sulfonyl)amide,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,water
KlBzj,Berton et al. (2017),Density,Liquid,ABFzOJ,,,1,tetrabutylammonium acetate,,
PxrYU,Bhatt and Gohil (2013),Density,Liquid,AApmOO,,,1,tetraethylammonium tetrafluoroborate,,
knCCt,Bhatt and Gohil (2013),Density,Liquid,ABAwPI,,,1,tetraethylammonium hexafluorophosphate,,
sEbtS,Bhatt and Gohil (2013),Density,Liquid,AAkyCj,,,1,tetraethylammonium nitrate,,
bFgCs,Blanco et al. (2016),Density,Liquid,ABVwPg,,,1,tributylethylphosphonium diethylphosphate,,
eQamt,Blanco et al. (2016),Density,Liquid,ABvtRE,,,1,trihexyl(tetradecyl)phosphonium chloride,,
VoRfe,Blanco et al. (2016),Density,Liquid,ACBnAk,,,1,tetradecyl(trihexyl)phosphonium dicyanamide,,
HFhkl,Blanco et al. (2016),Density,Liquid,ACskOY,,,1,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,
vQtxU,Blanco et al. (2016),Density,Liquid,ACqwtJ,,,1,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,
aagZL,Blanco et al. (2016),Density,Liquid,ACjXLu,,,1,tributyltetradecylphosphonium 4-dodecylbenzenesulfonate,,
ANMhI,Blanco-Diaz et al. (2019),Density,Liquid,ABZdDq,,,1,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,,
Fbikt,Bolkan and Yoke (1986),Density,Crystal,AAcKZa,,,1,1-ethyl-3-methylimidazolium chloride,,
dkCMO,Bonhote et al. (1996),Density,Liquid,AAwaEi,,,1,1-butyl-3-methylimidazolium trifluoroacetate,,
QJKFQ,Bonhote et al. (1996),Density,Liquid,AArFGw,,,1,1-ethyl-3-methylimidazolium trifluoroacetate,,
TTSvs,Bonhote et al. (1996),Density,Liquid,AAzKwS,,,1,1-butyl-3-ethylimidazolium trifluoroacetate,,
quWgE,Bonhote et al. (1996),Density,Liquid,ABKRRV,,,1,1-ethyl-3-methylimidazolium heptafluorobutanoate,,
ezXeG,Bonhote et al. (1996),Density,Liquid,ABPmjq,,,1,1-butyl-3-methylimidazolium heptafluorobutanate,,
rusHn,Bonhote et al. (1996),Density,Liquid,ABchuU,,,1,"1,3-diethyl-4-methylimidazolium bis(trifluoromethylsulfonyl)amide",,
hnmKa,Bonhote et al. (1996),Density,Liquid,ABDqvC,,,1,1-(2-methoxyethyl)-3-methylimidazolium trifluoromethanesulfonate,,
YzIeG,Bonhote et al. (1996),Density,Liquid,ABAmAL,,,1,"1,3-diethylimidazolium trifluoromethanesulfonate",,
XlTYj,Bonhote et al. (1996),Density,Liquid,ABAmXM,,,1,"1-ethyl-3,4-dimethylimidazolium trifluoromethanesulfonate",,
bcAfz,Bonhote et al. (1996),Density,Liquid,ABgPoq,,,1,1-butyl-3-methylimidazolium nonafluorobutanesulfonate,,
izEpd,Bonhote et al. (1996),Density,Liquid,ABUcyg,,,1,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,
IeQfE,Bonhote et al. (1996),Density,Liquid,ABXNZH,,,1,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,
heFUh,Bonhote et al. (1996),Density,Liquid,ABchwx,,,1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
VNTnm,Bonhote et al. (1996),Density,Liquid,ABZxTD,,,1,"3-ethyl-1,5-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,
ooLpU,Bonhote et al. (1996),Density,Liquid,AAyCVz,,,1,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,
ezeYQ,Bonhote et al. (1996),Density,Liquid,ABDWVo,,,1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,
vSwFd,Bonhote et al. (1996),Density,Liquid,ABZxnD,,,1,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,
SEdEk,Bonhote et al. (1996),Density,Liquid,ABfRvW,,,1,1-butyl-3-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,
AuDzN,Bonhote et al. (1996),Density,Liquid,ABZxxd,,,1,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,
PwPJF,Bonhote et al. (1996),Density,Liquid,ABhgJf,,,1,"1-methyl-3-(2,2,2-trifluoroethyl)imidazolium bis((trifluoromethyl)sulfonyl)imide",,
FVKCw,Bonhote et al. (1996),Density,Liquid,ABdBEz,,,1,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,,
jvwKz,Bonhote et al. (1996),Density,Liquid,ABchCs,,,1,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide,,
CJjxd,Bonhote et al. (1996),Density,Liquid,AAtqPi,,,1,"1,3-diethylimidazolium trifluoroacetate",,
TMjLz,Branco et al. (2002),Density,Liquid,ABCNhW,,,1,1-methyl-3-octylimidazolium tetrafluoroborate,,
hCRHy,Branco et al. (2002),Density,Liquid,ABHhVu,,,1,1-decyl-3-methylimidazolium tetrafluoroborate,,
REUVT,Branco et al. (2002),Density,Liquid,ABARrO,,,1,3-(2-hydroxyethyl)-1-methylimidazolium hexafluorophosphate,,
ZEtbr,Branco et al. (2002),Density,Liquid,AApHVR,,,1,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,
KmVLL,Branco et al. (2002),Density,Liquid,ABDBVM,,,1,1-(2-methoxyethyl)-3-methyl-imidazolium hexafluorophosphate,,
FpUYo,Branco et al. (2002),Density,Liquid,AArrmo,,,1,1-(2-methoxyethyl)-3-methyl-imidazolium tetrafluoroborate,,
OQrJF,Branco et al. (2002),Density,Liquid,AAqWHz,,,1,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium chloride,,
JWAxB,Branco et al. (2002),Density,Liquid,ABLaKi,,,1,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium hexafluorophosphate,,
EUbTB,Branco et al. (2002),Density,Liquid,ABAQXq,,,1,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium tetrafluoroborate,,
OnoKS,Brehm et al. (2019),Density,Liquid,AAvbKb,,,1,"1,3-dimethyl-1,2,3-triazolium trifluoromethanesulfonate",,
sPuKr,Brehm et al. (2019),Density,Liquid,ABUmcs,,,1,"1,3-dimethyl-1,2,3-triazolium bis((trifluoromethyl)sulfonyl)imide",,
SAEXG,Bruce et al. (2017),Density,Liquid,ABXNZH,,,1,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,
QIybR,Brunig et al. (2016),Density,Crystal,AAjqFU,,,1,1-isopropyl-3-methylimidazolium hydrogen carbonate,,
HNJjx,Brunig et al. (2016),Density,Crystal,AAjqbN,,,1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,,
tZyKU,Brunig et al. (2016),Density,Crystal,AAeBvd,,,1,"1,3-dimethylimidazolium acetate",,
dBTvS,Brunig et al. (2016),Density,Crystal,AAjqak,,,1,1-metyl-3-propylimidazolium hydrogen carbonate,,
rSSlh,Cabeza et al. (2019),Density,Liquid,ADcimD,,,1,1-butyl-3-methylimidazolium hexathiocyanatomanganate(II),,
iiuya,Cabeza et al. (2019),Density,Liquid,ACFcKF,,,1,bis(1-butyl-3-methylimidazolium) tetrathiocyanatocobaltate,,
uPigc,Cabeza et al. (2019),Density,Liquid,AChLSo,,,1,1-butyl-3-methylimidazolium tetrathiocyanatocuprate(I),,
FCVeH,Cabeza et al. (2019),Density,Liquid,ADCDJk,,,1,1-butyl-3-methylimidazolium hexathiocyanatoferrate(III),,
Hpiek,Caeiro et al. (2022),Density,Liquid,AAgcST,,,1,1-ethyl-3-methylimidazolium thiocyanate,,
OXwNM,Caeiro et al. (2022),Density,Liquid,AAgmaR,,,1,1-ethyl-3-methylimidazolium acetate,,
ABjlz,Caeiro et al. (2022),Density,Liquid,AAmGQS,,,1,1-butyl-3-methylimidazolium acetate,,
bWjmH,Cai et al. (2014b),Density,Liquid,AAqlaB,,,1,"1,3-dimethylimidazolium dimethyl phosphate",,
KlFGC,Cai et al. (2014b),Density,Liquid,AAyqRj,,,1,1-ethyl-3-methylimidazolium diethyl phosphate,,
zcwkH,Cai et al. (2015a),Density,Liquid,AAqlaB,,,1,"1,3-dimethylimidazolium dimethyl phosphate",,
UEszY,Calvar et al. (2007b),Density,Liquid,AAsTjr,,,1,1-methyl-3-octylimidazolium chloride,,
SMuae,Calvar et al. (2007b),Density,Liquid,AAtWDT,,,1,1-ethyl-3-methylimidazolium ethyl sulfate,,
mQrTK,Calvar et al. (2008),Density,Liquid,AAtWDT,,,1,1-ethyl-3-methylimidazolium ethyl sulfate,,
NxSfn,Calvar et al. (2009e),Density,Liquid,AAvdhf,,,1,1-ethyl-3-methylpyridinium ethylsulfate,,
QdCet,Calvar et al. (2010b),Density,Liquid,AAvdhf,,,1,1-ethyl-3-methylpyridinium ethylsulfate,,
wnwmJ,Calvar et al. (2013b),Density,Liquid,AAwHNg,,,1,1-butyl-3-methylimidazolium methyl sulfate,,
VWuve,Calvar et al. (2013b),Density,Liquid,ABchwx,,,1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
ricQT,Cao et al. (2022),Density,Liquid,ABBXWo,AARkmK,,1,tetrabutylammonium chloride,glycerol,
PfSZu,Cao et al. (2022),Density,Liquid,AAftPF,AARkmK,,1,tetraethylammonium chloride,glycerol,
ZjeVX,Cao et al. (2022),Density,Liquid,ACBIrh,AAhGHf,,1,tetraoctylammonium bromide,decanoic acid,
QzSqK,Cao et al. (2022),Density,Liquid,ABUomC,AAhGHf,,1,tetrapentylammonium bromide,decanoic acid,
wytqn,Cao et al. (2022),Density,Liquid,AAzKlv,AARkmK,,1,tetrapropylammonium bromide,glycerol,
zYVkm,Cao et al. (2022),Density,Liquid,ABqSGL,AAhGHf,,1,"N,N,N-triheptyl-1-heptanaminium bromide",decanoic acid,
ArkGt,Cao et al. (2022),Density,Liquid,AAeUnt,AARkmK,,1,"2-chloro-N,N,N-trimethylethanaminium chloride",glycerol,
lggPD,CardaBroch et al. (2003),Density,Liquid,ABChJv,,,1,1-butyl-3-methylimidazolium hexafluorophosphate,,
tDqdf,Carrera et al. (2010),Density,Liquid,ABchwx,,,1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
wZmyp,Carrera et al. (2010),Density,Liquid,AArYBF,,,1,1-butyl-3-methylimidazolium tetrafluoroborate,,
LrMkG,Carrera et al. (2010),Density,Liquid,AArYBF,,,1,1-butyl-3-methylimidazolium tetrafluoroborate,,
pyucq,Carrera et al. (2010),Density,Liquid,AAtWDT,,,1,1-ethyl-3-methylimidazolium ethyl sulfate,,
CqEQh,Carrera et al. (2010),Density,Liquid,ACVyiR,,,1,tetradecyl(trihexyl)phosphonium tosylate,,
WGsXd,Carrera et al. (2010),Density,Liquid,ABvtRE,,,1,trihexyl(tetradecyl)phosphonium chloride,,
ZOTAU,Carrera et al. (2010),Density,Liquid,ABffKw,,,1,"N,N,N-trioctyl-N-methylammonium dicyanamide",,
WJTlz,Carrera et al. (2010),Density,Liquid,ABZlTO,,,1,"N-methyl-N,N-dioctyl-1-octanaminium chloride",,
vNZVJ,Carrera et al. (2010),Density,Liquid,ABZlTO,,,1,"N-methyl-N,N-dioctyl-1-octanaminium chloride",,
jFUlJ,Carrera et al. (2010),Density,Liquid,AAlIby,,,1,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,,
RQruy,Carrera et al. (2010),Density,Liquid,ABfReB,,,1,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,
sCENj,Carrera et al. (2010),Density,Liquid,AArrmo,,,1,1-(2-methoxyethyl)-3-methyl-imidazolium tetrafluoroborate,,
HrxGT,Carrera et al. (2010),Density,Liquid,ABDiqD,,,1,1-decyl-3-methylimidazolium dicyanamide,,
bJFVV,Carrera et al. (2010),Density,Liquid,ABHhVu,,,1,1-decyl-3-methylimidazolium tetrafluoroborate,,
viaTK,Carrera et al. (2010),Density,Liquid,AAyNDa,,,1,3-methyl-1-octylimidazolium dicyanamide,,
DYkOe,Carrera et al. (2010),Density,Liquid,ABnWNT,,,1,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,
CnrKF,Carrera et al. (2010),Density,Liquid,ABCNhW,,,1,1-methyl-3-octylimidazolium tetrafluoroborate,,
Lgnxg,Carrera et al. (2010),Density,Liquid,AAnYjG,,,1,1-butyl-3-methylimidazolium dicyanamide,,
arozH,Carrera et al. (2010),Density,Liquid,ABCNhW,,,1,1-methyl-3-octylimidazolium tetrafluoroborate,,
yifQp,Carrera et al. (2010),Density,Liquid,ABkacu,,,1,N-[(dihexylamino)(dimethylamino)methylene]-N-hexyl-1-hexanaminium chloride,,
yVYFA,Castillo et al. (2021),Density,Crystal,ACJemE,,,1,3-hexadecylthiazolium bis((trifluoromethyl)sulfonyl)amide,,
dgOCx,Castro et al. (2016a),Density,Liquid,AAgmaR,,,1,1-ethyl-3-methylimidazolium acetate,,
gTlEV,Chafer et al. (2015),Density,Liquid,ABchwx,,,1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
YVEpF,Chafer et al. (2017),Density,Liquid,ABChJv,,,1,1-butyl-3-methylimidazolium hexafluorophosphate,,
eaOYs,Chen et al. (2016c),Density,Liquid,ABflRC,AADYJk,,1,1-(2-ethoxyethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,water,
xIMZW,Chen et al. (2016c),Density,Liquid,ABdBEz,AADYJk,,1,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,water,
zmbwO,Chen et al. (2016c),Density,Liquid,ABdBhE,AADYJk,,1,3-(ethoxymethyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,water,
GqnzJ,Chen et al. (2016c),Density,Liquid,ABaRkL,AADYJk,,1,1-(methoxymethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,water,
XmVom,Chen et al. (2016c),Density,Liquid,ABflPG,AADYJk,,1,3-(3-methoxypropyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,water,
BHMeD,Chen et al. (2016c),Density,Liquid,ABiVNH,AADYJk,,1,1-methyl-3-(2-propoxyethyl)imidazolium bis((trifluoromethyl)sulfonyl)amide,water,
IZGDt,Chen et al. (2016c),Density,Liquid,ABZmaR,AADYJk,,1,1-(methoxymethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,water,
PVSql,Chen et al. (2017d),Density,Liquid,AAgmaR,,,1,1-ethyl-3-methylimidazolium acetate,,
uAluH,Chen et al. (2017d),Density,Liquid,AAwaEi,,,1,1-butyl-3-methylimidazolium trifluoroacetate,,
RekGW,Chen et al. (2017d),Density,Liquid,AAvwNA,,,1,1-butylpyridinium trifluoroacetate,,
Nzjyg,Chen et al. (2019b),Density,Liquid,AAjWoe,,,1,3-butyl-1-methyl-1H-imidazolium formate,,
kDMyb,Choi et al. (2013),Density,Liquid,AAwscj,,,1,1-hexyl-3-methylimidazolium tetrafluoroborate,,
XlPFL,Choi et al. (2013),Density,Liquid,ABCNhW,,,1,1-methyl-3-octylimidazolium tetrafluoroborate,,
rJAud,Choi et al. (2013),Density,Liquid,ABchwx,,,1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
uYlfV,Choi et al. (2013),Density,Liquid,ACBnAk,,,1,tetradecyl(trihexyl)phosphonium dicyanamide,,
fZqXT,Choi et al. (2013),Density,Liquid,ACskOY,,,1,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,
YYpov,Choi et al. (2013),Density,Liquid,ABXNZH,,,1,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,
sCwuB,Choi et al. (2013),Density,Liquid,ABvtRE,,,1,trihexyl(tetradecyl)phosphonium chloride,,
WkDyF,Choi et al. (2013),Density,Liquid,ABChJv,,,1,1-butyl-3-methylimidazolium hexafluorophosphate,,
KFtjH,Chun et al. (2001),Density,Liquid,ABICIG,,,1,1-hexyl-3-methylimidazolium hexafluorophosphate,,
AiuDf,Chun et al. (2001),Density,Liquid,ABKmJc,,,1,1-heptyl-3-methylimidazolium hexafluorophosphate,,
QEmZh,Chun et al. (2001),Density,Liquid,ABNWoR,,,1,1-octyl-3-methylimidazolium hexafluorophosphate,,
sCcKZ,Chun et al. (2001),Density,Liquid,ABQHTW,,,1,1-nonyl-3-methylimidazolium hexafluorophosphate,,
YjIDC,Chun et al. (2001),Density,Liquid,ABFSRj,,,1,1-methyl-3-pentylimidazolium hexafluorophosphate,,
ZcoDg,Chun et al. (2001),Density,Liquid,ABChJv,,,1,1-butyl-3-methylimidazolium hexafluorophosphate,,
UwcYE,Cooper and O'Sullivan (1992),Density,Liquid,AAniqB,,,1,1-ethyl-3-methylimidazolium methanesulfonate,,
XQJhR,Cooper and O'Sullivan (1992),Density,Liquid,AAvnMd,,,1,1-butyl-3-ethylimidazolium mesylate,,
krEGg,Cooper and O'Sullivan (1992),Density,Liquid,ABbliP,,,1,1-dodecyl-3-ethylimidazolium trifluoromethanesulfonate,,
PqOMx,Cooper and O'Sullivan (1992),Density,Liquid,AAygjI,,,1,3-ethylthiazolium trifluoromethanesulfonate,,
iGdWU,Cooper and O'Sullivan (1992),Density,Liquid,ABGHfb,,,1,3-butyl-1-ethyl-1H-imidazolium trifluoromethanesulfonate (1:1),,
OnSSw,Cooper and O'Sullivan (1992),Density,Liquid,AAyCVz,,,1,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,
vpQWl,Corderi and Gonzalez (2012),Density,Liquid,ABenCa,,,1,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,
OKZRr,Corderi and Gonzalez (2012),Density,Liquid,ABFdjO,,,1,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,
YZVmX,Corderi and Gonzalez (2012),Density,Liquid,ABXNZH,,,1,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,
dUkbS,Corderi and Gonzalez (2012),Density,Liquid,ABchwx,,,1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
yyaEN,Corderi et al. (2012b),Density,Liquid,ABIrWy,,,1,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,
bNHyt,Corderi et al. (2012b),Density,Liquid,ABiCtA,,,1,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,
gGhSU,Corderi et al. (2012b),Density,Liquid,ABDWVo,,,1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,
