setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OnoKS,Brehm et al. (2019),Density,Liquid,AAvbKb,Cn1cc[n+](C)n1.O=S(=O)([O-])C(F)(F)F,"1,3-dimethyl-1,2,3-triazolium trifluoromethanesulfonate",,,,,,
sPuKr,Brehm et al. (2019),Density,Liquid,ABUmcs,Cn1cc[n+](C)n1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dimethyl-1,2,3-triazolium bis((trifluoromethyl)sulfonyl)imide",,,,,,
SAEXG,Bruce et al. (2017),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
QIybR,Brunig et al. (2016),Density,Crystal,AAjqFU,CC(C)[n+]1ccn(C)c1.O=C([O-])O,1-isopropyl-3-methylimidazolium hydrogen carbonate,,,,,,
HNJjx,Brunig et al. (2016),Density,Crystal,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,,,,,,
tZyKU,Brunig et al. (2016),Density,Crystal,AAeBvd,CC(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium acetate",,,,,,
dBTvS,Brunig et al. (2016),Density,Crystal,AAjqak,CCC[n+]1ccn(C)c1.O=C([O-])O,1-metyl-3-propylimidazolium hydrogen carbonate,,,,,,
rSSlh,Cabeza et al. (2019),Density,Liquid,ADcimD,CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.S=C=N[Mn-4](N=C=S)(N=C=S)(N=C=S)(N=C=S)N=C=S,1-butyl-3-methylimidazolium hexathiocyanatomanganate(II),,,,,,
iiuya,Cabeza et al. (2019),Density,Liquid,ACFcKF,CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.S=C=N[Co-2](N=C=S)(N=C=S)N=C=S,bis(1-butyl-3-methylimidazolium) tetrathiocyanatocobaltate,,,,,,
uPigc,Cabeza et al. (2019),Density,Liquid,AChLSo,CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.N#CS[Cu-3](SC#N)(SC#N)SC#N,1-butyl-3-methylimidazolium tetrathiocyanatocuprate(I),,,,,,
FCVeH,Cabeza et al. (2019),Density,Liquid,ADCDJk,CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.S=C=N[Fe-3](N=C=S)(N=C=S)(N=C=S)(N=C=S)N=C=S,1-butyl-3-methylimidazolium hexathiocyanatoferrate(III),,,,,,
Hpiek,Caeiro et al. (2022),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,,,
OXwNM,Caeiro et al. (2022),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,,,
ABjlz,Caeiro et al. (2022),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,,,
bWjmH,Cai et al. (2014b),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,
KlFGC,Cai et al. (2014b),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,,,,
zcwkH,Cai et al. (2015a),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,
UEszY,Calvar et al. (2007b),Density,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,,,
SMuae,Calvar et al. (2007b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,
mQrTK,Calvar et al. (2008),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,
NxSfn,Calvar et al. (2009e),Density,Liquid,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,,,,
QdCet,Calvar et al. (2010b),Density,Liquid,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,,,,
wnwmJ,Calvar et al. (2013b),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,
VWuve,Calvar et al. (2013b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
ricQT,Cao et al. (2022),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AARkmK,OCC(O)CO,glycerol,,,
PfSZu,Cao et al. (2022),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AARkmK,OCC(O)CO,glycerol,,,
ZjeVX,Cao et al. (2022),Density,Liquid,ACBIrh,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],tetraoctylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
QzSqK,Cao et al. (2022),Density,Liquid,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
wytqn,Cao et al. (2022),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AARkmK,OCC(O)CO,glycerol,,,
zYVkm,Cao et al. (2022),Density,Liquid,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
ArkGt,Cao et al. (2022),Density,Liquid,AAeUnt,C[N+](C)(C)CCCl.[Cl-],"2-chloro-N,N,N-trimethylethanaminium chloride",AARkmK,OCC(O)CO,glycerol,,,
lggPD,CardaBroch et al. (2003),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
tDqdf,Carrera et al. (2010),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
wZmyp,Carrera et al. (2010),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,
LrMkG,Carrera et al. (2010),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,
pyucq,Carrera et al. (2010),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,
CqEQh,Carrera et al. (2010),Density,Liquid,ACVyiR,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.Cc1ccc(S(=O)(=O)[O-])cc1,tetradecyl(trihexyl)phosphonium tosylate,,,,,,
WGsXd,Carrera et al. (2010),Density,Liquid,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,,,,
ZOTAU,Carrera et al. (2010),Density,Liquid,ABffKw,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.N#C[N-]C#N,"N,N,N-trioctyl-N-methylammonium dicyanamide",,,,,,
WJTlz,Carrera et al. (2010),Density,Liquid,ABZlTO,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],"N-methyl-N,N-dioctyl-1-octanaminium chloride",,,,,,
vNZVJ,Carrera et al. (2010),Density,Liquid,ABZlTO,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],"N-methyl-N,N-dioctyl-1-octanaminium chloride",,,,,,
jFUlJ,Carrera et al. (2010),Density,Liquid,AAlIby,Cn1cc[n+](CCO)c1.N#C[N-]C#N,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,,,,,,
RQruy,Carrera et al. (2010),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,,,,
sCENj,Carrera et al. (2010),Density,Liquid,AArrmo,COCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-(2-methoxyethyl)-3-methyl-imidazolium tetrafluoroborate,,,,,,
HrxGT,Carrera et al. (2010),Density,Liquid,ABDiqD,CCCCCCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-decyl-3-methylimidazolium dicyanamide,,,,,,
bJFVV,Carrera et al. (2010),Density,Liquid,ABHhVu,CCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-decyl-3-methylimidazolium tetrafluoroborate,,,,,,
viaTK,Carrera et al. (2010),Density,Liquid,AAyNDa,CCCCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,3-methyl-1-octylimidazolium dicyanamide,,,,,,
DYkOe,Carrera et al. (2010),Density,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
CnrKF,Carrera et al. (2010),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,
Lgnxg,Carrera et al. (2010),Density,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,
arozH,Carrera et al. (2010),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,
yifQp,Carrera et al. (2010),Density,Liquid,ABkacu,CCCCCCN(CCCCCC)C(N(C)C)=[N+](CCCCCC)CCCCCC.[Cl-],N-[(dihexylamino)(dimethylamino)methylene]-N-hexyl-1-hexanaminium chloride,,,,,,
yVYFA,Castillo et al. (2021),Density,Crystal,ACJemE,CCCCCCCCCCCCCCCC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-hexadecylthiazolium bis((trifluoromethyl)sulfonyl)amide,,,,,,
dgOCx,Castro et al. (2016a),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,,,
gTlEV,Chafer et al. (2015),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
YVEpF,Chafer et al. (2017),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
eaOYs,Chen et al. (2016c),Density,Liquid,ABflRC,CCOCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-ethoxyethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
xIMZW,Chen et al. (2016c),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
zmbwO,Chen et al. (2016c),Density,Liquid,ABdBhE,CCOCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-(ethoxymethyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
GqnzJ,Chen et al. (2016c),Density,Liquid,ABaRkL,COC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(methoxymethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
XmVom,Chen et al. (2016c),Density,Liquid,ABflPG,COCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-(3-methoxypropyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BHMeD,Chen et al. (2016c),Density,Liquid,ABiVNH,CCCOCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-(2-propoxyethyl)imidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
IZGDt,Chen et al. (2016c),Density,Liquid,ABZmaR,COC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(methoxymethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
PVSql,Chen et al. (2017d),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,,,
uAluH,Chen et al. (2017d),Density,Liquid,AAwaEi,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoroacetate,,,,,,
RekGW,Chen et al. (2017d),Density,Liquid,AAvwNA,CCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-butylpyridinium trifluoroacetate,,,,,,
Nzjyg,Chen et al. (2019b),Density,Liquid,AAjWoe,CCCCn1cc[n+](C)c1.O=C[O-],3-butyl-1-methyl-1H-imidazolium formate,,,,,,
kDMyb,Choi et al. (2013),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,,,
XlPFL,Choi et al. (2013),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,
rJAud,Choi et al. (2013),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
uYlfV,Choi et al. (2013),Density,Liquid,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,,,
fZqXT,Choi et al. (2013),Density,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,,,
YYpov,Choi et al. (2013),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
sCwuB,Choi et al. (2013),Density,Liquid,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,,,,
WkDyF,Choi et al. (2013),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
KFtjH,Chun et al. (2001),Density,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,
AiuDf,Chun et al. (2001),Density,Liquid,ABKmJc,CCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-heptyl-3-methylimidazolium hexafluorophosphate,,,,,,
QEmZh,Chun et al. (2001),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
sCcKZ,Chun et al. (2001),Density,Liquid,ABQHTW,CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-nonyl-3-methylimidazolium hexafluorophosphate,,,,,,
YjIDC,Chun et al. (2001),Density,Liquid,ABFSRj,CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-pentylimidazolium hexafluorophosphate,,,,,,
ZcoDg,Chun et al. (2001),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
UwcYE,Cooper and O'Sullivan (1992),Density,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,,,
XQJhR,Cooper and O'Sullivan (1992),Density,Liquid,AAvnMd,CCCC[n+]1ccn(CC)c1.CS(=O)(=O)[O-],1-butyl-3-ethylimidazolium mesylate,,,,,,
krEGg,Cooper and O'Sullivan (1992),Density,Liquid,ABbliP,CCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,1-dodecyl-3-ethylimidazolium trifluoromethanesulfonate,,,,,,
PqOMx,Cooper and O'Sullivan (1992),Density,Liquid,AAygjI,CC[n+]1ccsc1.O=S(=O)([O-])C(F)(F)F,3-ethylthiazolium trifluoromethanesulfonate,,,,,,
iGdWU,Cooper and O'Sullivan (1992),Density,Liquid,ABGHfb,CCCCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,3-butyl-1-ethyl-1H-imidazolium trifluoromethanesulfonate (1:1),,,,,,
OnSSw,Cooper and O'Sullivan (1992),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
vpQWl,Corderi and Gonzalez (2012),Density,Liquid,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,,,,
OKZRr,Corderi and Gonzalez (2012),Density,Liquid,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,,,
YZVmX,Corderi and Gonzalez (2012),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
dUkbS,Corderi and Gonzalez (2012),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
yyaEN,Corderi et al. (2012b),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
bNHyt,Corderi et al. (2012b),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
gGhSU,Corderi et al. (2012b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
IXvLv,Corderi et al. (2014a),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,,,
KdJwn,Corderi et al. (2014b),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,,,
ECmdh,Corderi et al. (2016),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,,,,
DvMMj,Croitoru et al. (2011),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,
wqwQm,Curnow et al. (2018),Density,Crystal,AAwbwA,[N-](C#N)C#N.c(N(C)C)1c(N(C)C)[c+]1N(C)C.O,tris(dimethylamino)cyclopropenium dicyanamide monohydrate,,,,,,
BGSbJ,Curnow et al. (2018),Density,Crystal,ABZWrj,[N-](C#N)C#N.c(N(CCC)CCC)1c(N(CCC)CCC)[c+]1N(CCC)CCC,tris(dipropylamino)cyclopropenium dicyanamide,,,,,,
QwUXw,Curnow et al. (2020),Density,Crystal,ABcrbk,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CN(c1c([c+]1N)N(C)C)C,"1,2-bis(dimethylamino)-3-aminocyclopropenium bis(trifluoromethanesulfonyl)amide",,,,,,
qNxFI,Curnow et al. (2020),Density,Crystal,ACJxzj,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.c2ccccc2Nc1c([c+]1Nc2ccccc2)Nc2ccccc2,trianilinocyclopropenium bis(trifluoromethanesulfonyl)amide,,,,,,
PSIUe,Dahi et al. (2019),Density,Liquid,ABHYOR,CCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,1-hexylpyridinium hexafluorophosphate,,,,,,
zebhR,Dahi et al. (2019),Density,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,
gdqIs,Dahi et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,
IkpLk,Das et al. (2019),Density,Liquid,ABNqWX,O=C([O-])C(F)(F)F.O=S(=O)(O)n1cc[n+](S(=O)(=O)O)c1,"1,3-disulfoimidazolium trifluoroacetate",,,,,,
NYgae,Das et al. (2019),Density,Liquid,ABQaeQ,Cc1n(S(=O)(=O)O)cc[n+]1S(=O)(=O)O.O=C([O-])C(F)(F)F,"2-methyl-1,3-disulfoimidazolium trifluoroacetate",,,,,,
Ssjvb,Das et al. (2019),Density,Liquid,ABTKIM,CCc1n(S(=O)(=O)O)cc[n+]1S(=O)(=O)O.O=C([O-])C(F)(F)F,"2-ethyl-1,3-disulfoimidazolium trifluoroacetate",,,,,,
pnThm,Das et al. (2019),Density,Liquid,ABYffy,CCCCc1n(S(=O)(=O)O)cc[n+]1S(=O)(=O)O.O=C([O-])C(F)(F)F,"2-butyl-1,3-disulfoimidazolium trifluoroacetate",,,,,,
zsVRK,David et al. (2003),Density,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,,,
kYdCt,Deenadayalu et al. (2011),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,
LSVWk,Deetlefs et al. (2006),Density,Liquid,ABvzKe,CCCC[n+]1ccn(C)c1.I[I-]I,1-butyl-3-methylimidazolium triiodide,,,,,,
WDwcu,Deetlefs et al. (2006),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
CuOZm,Deetlefs et al. (2006),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
KXUXc,Deetlefs et al. (2006),Density,Liquid,ABEdUn,CCCCCC[n+]1ccn(C)c1.[I-],1-hexyl-3-methylimidazolium iodide,,,,,,
BzpUj,Deetlefs et al. (2006),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,
SmYcI,Denffer et al. (2005),Density,Crystal,AAcYcm,[O-][N+]([O-])=O.NC1=[NH+]N=NN1,5-amino-1H-tetrazolium nitrate,,,,,,
tcEoI,Domanska and Laskowska (2008),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,
ZAvBP,Domanska and Lukoshko (2015),Density,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,
KGixO,Domanska and Lukoshko (2015),Density,Liquid,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,,,,
vQOmY,Domanska and Paduszynski (2010b),Density,Liquid,ABWlnv,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,triisobutylmethylphosphonium p-toluenesulfonate,,,,,,
iaaeE,Domanska and Walczak (2015),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,,,,,,
wghkU,Domanska and Walczak (2015),Density,Liquid,ABigcF,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-pentylpiperidinium bis(trifluoromethanesulfonyl)imide,,,,,,
wteFg,Domanska et al. (2006b),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,,,
vVARC,Domanska et al. (2006b),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,,,
trLYb,Domanska et al. (2006b),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,,,,
USsln,Domanska et al. (2008a),Density,Liquid,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,,,,
MwvMb,Domanska et al. (2008a),Density,Liquid,ABfRvW,CCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
